text,label
"Knockdown of glutathione reductase and catalase genes affected survival primarily during the rehydration phase, suggesting their involvement in recovery from oxidative stress.",0
"Aquaporins 3 and 10 were confirmed to play roles during rehydration, indicating their importance in water transport and cellular recovery.",0
"Aquaporins 3 and 10 were confirmed to play roles during rehydration, indicating their importance in water transport and cellular recovery.",0
The study highlights that desiccation tolerance in P. spatialis depends on the coordinated action of multiple bioprotective molecules working synergistically.,0
"Mice subjected to Mars-analog partial weight suspension (38% weight bearing) for 21 days showed no difference in weight gain compared to full-weight-bearing controls, indicating low stress levels.",0
"Mice subjected to Mars-analog partial weight suspension (38% weight bearing) for 21 days showed no difference in weight gain compared to full-weight-bearing controls, indicating low stress levels.",0
Mars-analog loading resulted in a 23% reduction in gastrocnemius muscle wet mass (P < 0.0001) relative to controls.,0
Significant decreases were observed in bone morphology: 24% reduction in trabecular bone volume at the distal femur and 11% reduction in cortical thickness at the femoral midshaft (both P < 0.001).,1
Significant decreases were observed in bone morphology: 24% reduction in trabecular bone volume at the distal femur and 11% reduction in cortical thickness at the femoral midshaft (both P < 0.001).,1
Biomechanical strength of the femoral midshaft was reduced by 27% in ultimate moment under partial weight bearing (P < 0.001).,0
"Bone formation indices were decreased in Mars-analog loaded mice, while bone resorption parameters remained largely unchanged.",0
"Bone formation indices were decreased in Mars-analog loaded mice, while bone resorption parameters remained largely unchanged.",0
"Forelimb-jacketed, singly housed full-weight-bearing controls showed similar musculoskeletal characteristics to group-housed controls, with minor differences noted.",0
"Bone mineral density (total body and hindlimb), calf muscle mass, distal femur trabecular bone volume, and femur midshaft cortical area decreased linearly with increasing unloading in mice subjected to partial weight suspension (PWS) at 20%, 40%, 70%, and 100% body weight for 21 days.",0
"Bone mineral density (total body and hindlimb), calf muscle mass, distal femur trabecular bone volume, and femur midshaft cortical area decreased linearly with increasing unloading in mice subjected to partial weight suspension (PWS) at 20%, 40%, 70%, and 100% body weight for 21 days.",0
"Bone mineral density (total body and hindlimb), calf muscle mass, distal femur trabecular bone volume, and femur midshaft cortical area decreased linearly with increasing unloading in mice subjected to partial weight suspension (PWS) at 20%, 40%, 70%, and 100% body weight for 21 days.",0
"Bone mineral density (total body and hindlimb), calf muscle mass, distal femur trabecular bone volume, and femur midshaft cortical area decreased linearly with increasing unloading in mice subjected to partial weight suspension (PWS) at 20%, 40%, 70%, and 100% body weight for 21 days.",0
Even a moderate reduction to 70% of normal weight bearing caused significant bone deterioration and muscle atrophy compared to full weight bearing controls.,1
"The hindlimb unloaded (HLU) group exhibited similar or greater bone loss compared to the 20% weight bearing group, despite the latter having less muscle atrophy and presumably higher mechanical stimulus.",0
"The hindlimb unloaded (HLU) group exhibited similar or greater bone loss compared to the 20% weight bearing group, despite the latter having less muscle atrophy and presumably higher mechanical stimulus.",0
Gait kinematics showed minor alterations across the range of partial weight bearing but did not prevent proportional musculoskeletal adaptations to unloading.,0
Gait kinematics showed minor alterations across the range of partial weight bearing but did not prevent proportional musculoskeletal adaptations to unloading.,0
"The PWS system effectively applied tunable, long-term reductions in mechanical loading, producing predictable and proportional changes in bone and muscle mass in skeletally mature female mice.",0
"The PWS system effectively applied tunable, long-term reductions in mechanical loading, producing predictable and proportional changes in bone and muscle mass in skeletally mature female mice.",0
"Both spaceflight (13 days aboard STS-135) and hind limb unloading (HLU, 13 days) caused significant reductions in the multifrequency phase-slope parameter measured by electrical impedance myography (EIM) in mouse gastrocnemius muscle compared to controls.",1
"Both spaceflight (13 days aboard STS-135) and hind limb unloading (HLU, 13 days) caused significant reductions in the multifrequency phase-slope parameter measured by electrical impedance myography (EIM) in mouse gastrocnemius muscle compared to controls.",1
"The multifrequency phase-slope parameter showed a positive correlation with muscle fiber size (ρ=0.65, p=0.011) in the spaceflight group.",0
"This parameter also correlated positively with hind limb areal bone mineral density (aBMD) across both experimental groups (ρ=0.65, p=0.0063).",0
Quantitative microscopy and aBMD measurements confirmed muscle fiber atrophy and bone deterioration associated with both spaceflight and hind limb unloading.,0
Quantitative microscopy and aBMD measurements confirmed muscle fiber atrophy and bone deterioration associated with both spaceflight and hind limb unloading.,0
The findings suggest EIM could be a non-invasive marker for muscle disuse and related bone changes due to immobilization or microgravity exposure.,0
The findings suggest EIM could be a non-invasive marker for muscle disuse and related bone changes due to immobilization or microgravity exposure.,0
The findings suggest EIM could be a non-invasive marker for muscle disuse and related bone changes due to immobilization or microgravity exposure.,0
"Oil Red O staining demonstrated abnormal lipid accumulation in the livers of all space-flown mice compared to ground controls, independent of mouse strain (C57BL/6 and BALB/c) or duration of spaceflight (21, 37, and 42 days on ISS vs. 13 days on Shuttle).",0
"RNA-sequencing transcriptomic analysis identified consistent upregulation of pathways related to lipid metabolism, fatty acid metabolism, lipid processing, lipid catabolism, and lipid localization across both mouse strains and all spaceflight durations.",1
"Key upstream regulators involved in lipid metabolism, including Glucagon (GCG) and Insulin (INS), were predicted to be commonly modulated in space-flown mice.",0
Quantitative proteomic analysis revealed significant changes in the abundance of multiple lipid-related proteins in mouse livers during spaceflight.,1
"The findings indicate that spaceflight stressors alone, without the confounding factor of Earth re-entry, induce activation of lipotoxic pathways in the liver across different genetic backgrounds and extended spaceflight durations.",0
These results suggest potential risks for liver disease development during prolonged human space missions due to sustained lipid dysregulation and warrant further investigation.,0
Hindlimb unloading (HLU) for 21 days caused a significant decline in leg bone mineral density (BMD) in vehicle-treated mice (–5.3% ± 1.3%),1
"mBMPR1A-mFc treatment prevented this loss (–0.3% ± 0.9%, p < 0.05 versus HLU-VEH)",1
"In control mice, mBMPR1A-mFc treatment significantly increased leg BMD compared to vehicle (10.2% ± 0.6% vs. 4.4% ± 0.8%)",1
"Femoral trabecular and cortical bone microarchitecture parameters (Tb.BV/TV, Tb.Th, midshaft Ct.Th) were significantly improved by mBMPR1A-mFc treatment in both HLU and control groups compared to vehicle (p < 0.05)",1
"Mechanical strength, measured as failure load, was 21% higher in HLU mice treated with mBMPR1A-mFc compared to HLU-vehicle mice (p < 0.05)",1
"Dynamic histomorphometry showed that mBMPR1A-mFc treatment increased mineralizing surface and mineral apposition rate, resulting in a 3.5-fold and 5-fold higher bone formation rate in control and HLU mice, respectively, versus vehicle",0
Osteoclast surface was significantly reduced in mBMPR1A-mFc-treated mice compared to vehicle in both control and HLU groups,1
while osteoblast surface remained similar,0
"Hindlimb unloading (HLU) for 7 days in female mice led to altered mRNA transcript abundances in femoral cortical bone, as identified by RNA sequencing (RNAseq) and validated by NanoString molecular barcoding.",0
"Hindlimb unloading (HLU) for 7 days in female mice led to altered mRNA transcript abundances in femoral cortical bone, as identified by RNA sequencing (RNAseq) and validated by NanoString molecular barcoding.",0
"Hindlimb unloading (HLU) for 7 days in female mice led to altered mRNA transcript abundances in femoral cortical bone, as identified by RNA sequencing (RNAseq) and validated by NanoString molecular barcoding.",0
"Several genes previously associated with Wnt signaling and metabolism showed differential expression following HLU, confirming known pathways affected by mechanical unloading.",0
"Novel mechanosensitive genes, including Pfkfb3 and Mss51, exhibited increased transcript levels after HLU, suggesting new roles in cortical bone response to reduced mechanical loading.",0
The study demonstrated the utility of unbiased whole transcriptome profiling in cortical bone to uncover both known and previously unidentified genes responsive to disuse.,0
These findings provide potential new molecular targets for preventing disuse-induced osteoporosis related to immobilization or microgravity exposure.,0
"At 8 months post-exposure to a single dose of simulated Galactic Cosmic Ray (GCR 5-ion) radiation, heart tissue proteomics identified 87 differentially expressed proteins (DEPs) with 11 upregulated and 76 downregulated proteins compared to controls.",0
"Heart phosphoproteomics revealed 60 differentially phosphorylated peptides, with 17 upregulated and 43 downregulated, indicating altered phosphorylation signaling pathways.",0
"Plasma proteomics showed only one protein significantly upregulated, suggesting limited systemic proteomic changes in plasma at this time point.",1
"Gene Set Enrichment Analysis (GSEA) identified significant perturbations in multiple canonical pathways: 166 in heart proteome (36 upregulated, 130 downregulated), 223 in heart phosphoproteome, and 73 in plasma proteome (25 upregulated, 48 downregulated).",1
"Inflammatory pathways were the most prominently affected in both heart and plasma proteomes, consistent with increased neutrophil extracellular traps (NETs) observed in irradiated hearts at 12 months post-exposure.",1
"Inflammatory pathways were the most prominently affected in both heart and plasma proteomes, consistent with increased neutrophil extracellular traps (NETs) observed in irradiated hearts at 12 months post-exposure.",1
The data indicate that a single exposure to GCR 5-ion radiation induces long-lasting proteomic and phosphoproteomic alterations in cardiovascular tissues that may contribute to chronic cardiac dysfunction and inflammation.,0
The data indicate that a single exposure to GCR 5-ion radiation induces long-lasting proteomic and phosphoproteomic alterations in cardiovascular tissues that may contribute to chronic cardiac dysfunction and inflammation.,0
"Land snails (Helix lucorum) exposed to 30 days of near weightlessness on the Bion-M1 satellite exhibited plastic changes in their vestibular system, as evidenced by altered geotactic behavior, differential gene expression in statocyst transcriptomes, and modified electrophysiological responses of mechanoreceptors to tilt stimuli.",0
"Land snails (Helix lucorum) exposed to 30 days of near weightlessness on the Bion-M1 satellite exhibited plastic changes in their vestibular system, as evidenced by altered geotactic behavior, differential gene expression in statocyst transcriptomes, and modified electrophysiological responses of mechanoreceptors to tilt stimuli.",0
"Land snails (Helix lucorum) exposed to 30 days of near weightlessness on the Bion-M1 satellite exhibited plastic changes in their vestibular system, as evidenced by altered geotactic behavior, differential gene expression in statocyst transcriptomes, and modified electrophysiological responses of mechanoreceptors to tilt stimuli.",0
"Land snails (Helix lucorum) exposed to 30 days of near weightlessness on the Bion-M1 satellite exhibited plastic changes in their vestibular system, as evidenced by altered geotactic behavior, differential gene expression in statocyst transcriptomes, and modified electrophysiological responses of mechanoreceptors to tilt stimuli.",0
"Absence of light during the spaceflight mission also influenced statocyst physiology, with differences observed when compared to dark-conditioned control snails on Earth.",0
Postflight snails demonstrated readaptation of normal tilt responses within approximately 20 hours after return to Earth's gravity.,0
"The study indicates that despite the evolutionary permanence of gravity, the snail vestibular system can compensate for its loss during spaceflight and rapidly readapt upon re-exposure to normal gravitational forces.",0
"The study indicates that despite the evolutionary permanence of gravity, the snail vestibular system can compensate for its loss during spaceflight and rapidly readapt upon re-exposure to normal gravitational forces.",0
"The utricular otolith organ in adult oyster toadfish exhibits a well-defined striola and distinct medial and lateral extra-striolar zones, each with specific hair bundle polarization patterns.",0
"The utricular otolith organ in adult oyster toadfish exhibits a well-defined striola and distinct medial and lateral extra-striolar zones, each with specific hair bundle polarization patterns.",0
"Hair cell density varies depending on the location within the macula, with a prominent lateral lacinia structure observed.",0
"Hair cell density varies depending on the location within the macula, with a prominent lateral lacinia structure observed.",0
"Afferent dendritic fields are generally narrow and aligned with hair bundle polarization; however, medial extra-striolar afferents can have larger dendritic fields contacting over 20 hair cells.",0
"Afferent dendritic fields are generally narrow and aligned with hair bundle polarization; however, medial extra-striolar afferents can have larger dendritic fields contacting over 20 hair cells.",0
"Synaptic contacts from afferents typically involve 7–13 hair cells, but some hair cell synaptic bodies connect to multiple afferents, indicating variable synaptic organization.",0
"Synaptic contacts from afferents typically involve 7–13 hair cells, but some hair cell synaptic bodies connect to multiple afferents, indicating variable synaptic organization.",0
Three-dimensional reconstructions from biocytin-labeled afferents and electron microscopy revealed detailed dendritic morphology and synaptic specializations within the utricular sensory epithelium.,0
"Utricular afferent sensitivity in oyster toadfish initially increased significantly after 3–4 days of exposure to hypergravity (2.24 g), followed by a marked decrease after 16 to 32 days of exposure.",1
"Utricular afferent sensitivity in oyster toadfish initially increased significantly after 3–4 days of exposure to hypergravity (2.24 g), followed by a marked decrease after 16 to 32 days of exposure.",1
Recovery of afferent sensitivity to baseline 1 g levels required more than 4 days following the initial increase and more than 2 days following the later decrease after hypergravity exposure.,0
Recovery of afferent sensitivity to baseline 1 g levels required more than 4 days following the initial increase and more than 2 days following the later decrease after hypergravity exposure.,0
"No significant differences were observed in synaptic body counts of hair cells between control fish and those exposed to 4 or 16 days of hypergravity, despite physiological changes in afferent responses.",1
Activation of the efferent vestibular pathway did not demonstrate a clear role in regulating afferent sensitivity during hypergravity exposure.,0
"Control experiments with 228°/s rotation without centripetal acceleration showed no differences from baseline, confirming that observed effects were due to altered gravity rather than rotation.",0
"The study suggests that transitions between normal gravity and altered gravity conditions induce significant but reversible changes in utricular afferent function, analogous to adaptations seen in microgravity environments.",1
COPI and COPII complexes are essential for bidirectional membrane trafficking between the ER and Golgi apparatus.,0
High-resolution imaging reveals that the structural organization of the ER–Golgi interface varies significantly among different eukaryotic cell types.,1
"Regulation of COPII coat assembly plays a critical role in shaping the ER–Golgi interface, particularly in response to specific cellular cargo requirements.",0
Comparative analysis between mammalian and plant cells identifies both conserved fundamental elements and distinct organizational features at the ER–Golgi interface.,0
"Variations in the ER–Golgi interface organization correlate with differing cellular secretory demands, suggesting adaptive regulation mechanisms.",0
Understanding these regulatory mechanisms provides insights into the control of efficient protein and lipid trafficking through the secretory pathway.,0
IRE1 functions as a key ER transmembrane sensor that activates the unfolded protein response (UPR) to maintain ER and cellular homeostasis.,0
IRE1 functions as a key ER transmembrane sensor that activates the unfolded protein response (UPR) to maintain ER and cellular homeostasis.,0
IRE1 functions as a key ER transmembrane sensor that activates the unfolded protein response (UPR) to maintain ER and cellular homeostasis.,0
"In mammals, IRE1 primarily promotes cell survival but can also trigger apoptosis through the degradation of anti-apoptotic microRNAs.",0
"In mammals, IRE1 primarily promotes cell survival but can also trigger apoptosis through the degradation of anti-apoptotic microRNAs.",0
"In mammals, IRE1 primarily promotes cell survival but can also trigger apoptosis through the degradation of anti-apoptotic microRNAs.",0
"Comparative analysis reveals both conserved and distinct features of IRE1 signaling between plants and animals, highlighting its evolutionary significance.",0
Emerging evidence suggests novel mechanisms by which IRE1 senses ER stress and modulates downstream signaling pathways.,0
Emerging evidence suggests novel mechanisms by which IRE1 senses ER stress and modulates downstream signaling pathways.,0
ER stress in Arabidopsis thaliana leads to down-regulation of auxin sensors and transporters.,0
"The IRE1 mutant, a conserved ER stress sensor, shows impaired auxin response and altered auxin levels.",0
"The IRE1 mutant, a conserved ER stress sensor, shows impaired auxin response and altered auxin levels.",0
"IRE1 is necessary for maintaining auxin homeostasis, indicating a species-specific role in multicellular eukaryotes.",0
"Mutants of ER-localized auxin transporters, such as PIN5, exhibit reduced UPR activation.",0
The ire1 pin5 triple mutant displays exacerbated defects in both UPR activation and auxin homeostasis compared to single mutants.,0
Findings suggest that the plant UPR integrates hormone signaling to coordinate ER function with overall physiological regulation.,0
Experimental data demonstrated that alterations in ER morphology correlate with changes in stress signaling pathways.,0
Specific structural adaptations of the ER were observed to facilitate the translation of stress signals into cellular responses.,0
Quantitative measurements indicated that ER shape remodeling enhances the efficiency of protein folding and stress mitigation mechanisms.,0
The findings suggest a direct link between ER structural dynamics and its functional capacity in managing cellular stress.,0
Arabidopsis mur3 mutants lacking the F side chain galactosyltransferase produce xyloglucan with significantly reduced galactosylated xylose and no F side chains.,1
Arabidopsis mur3 mutants lacking the F side chain galactosyltransferase produce xyloglucan with significantly reduced galactosylated xylose and no F side chains.,1
"These mutants exhibit dwarfism characterized by curled rosette leaves, short petioles, and shortened inflorescence stems.",0
"Cell wall matrix polysaccharides, including xyloglucan and pectin, accumulate intracellularly rather than being properly secreted in mur3 mutants.",0
"Removing xyloglucan entirely in mur3 mutants restores near-normal growth, indicating that dysfunctional galactose-depleted xyloglucan disrupts cellular processes more than absence of xyloglucan.",0
"Removing xyloglucan entirely in mur3 mutants restores near-normal growth, indicating that dysfunctional galactose-depleted xyloglucan disrupts cellular processes more than absence of xyloglucan.",0
"Modifying xyloglucan structure by overexpressing XLT2 or generating mur3 xxt double mutants, which increase galactosylated side chains, rescues normal growth.",0
"Modifying xyloglucan structure by overexpressing XLT2 or generating mur3 xxt double mutants, which increase galactosylated side chains, rescues normal growth.",0
The study demonstrates that galactosylation of xyloglucan side chains is critical for its proper function and normal plant development.,0
Plant unfolded protein response (UPR) involves ER-localized stress sensors that activate specific organelle-to-nucleus signaling pathways to mitigate ER stress.,0
Plant unfolded protein response (UPR) involves ER-localized stress sensors that activate specific organelle-to-nucleus signaling pathways to mitigate ER stress.,0
Plant unfolded protein response (UPR) involves ER-localized stress sensors that activate specific organelle-to-nucleus signaling pathways to mitigate ER stress.,0
Recent studies reveal both conserved mechanisms shared with yeast and metazoans and unique features specific to plant UPR.,0
Recent studies reveal both conserved mechanisms shared with yeast and metazoans and unique features specific to plant UPR.,0
The plant UPR triggers a cytoprotective response aimed at restoring ER homeostasis under stress conditions.,0
The plant UPR triggers a cytoprotective response aimed at restoring ER homeostasis under stress conditions.,0
The plant UPR triggers a cytoprotective response aimed at restoring ER homeostasis under stress conditions.,0
Several critical questions remain unresolved regarding the detailed molecular mechanisms and regulatory networks of plant UPR.,0
Several critical questions remain unresolved regarding the detailed molecular mechanisms and regulatory networks of plant UPR.,0
Advancing knowledge in plant UPR is expected to significantly enhance understanding of how plants manage ER stress.,1
"Higher plant cells exhibit discrete, mobile Golgi stacks that move along the cortical ER, unlike the stationary Golgi complex in animal cells.",0
"Higher plant cells exhibit discrete, mobile Golgi stacks that move along the cortical ER, unlike the stationary Golgi complex in animal cells.",0
The intermediate compartment present in animal cells for ER-Golgi transport is absent in higher plants.,0
"Molecular components involved in ER-Golgi trafficking are conserved across plants, yeast, and mammals, but the narrow ER-Golgi interface (<500 nm) and Golgi motility complicate identification of transport mechanisms in plants.",0
"Molecular components involved in ER-Golgi trafficking are conserved across plants, yeast, and mammals, but the narrow ER-Golgi interface (<500 nm) and Golgi motility complicate identification of transport mechanisms in plants.",0
"There is ongoing controversy regarding whether ER-Golgi transport in plants occurs via vesicles or direct tubular connections, with no consensus reached among leading experts.",0
"Four expert perspectives highlight different models: the secretory units model involving coat protein complexes, tubule-mediated transport, classical vesicle-mediated transport, and emerging alternative mechanisms revealed by advanced microscopy.",0
"Four expert perspectives highlight different models: the secretory units model involving coat protein complexes, tubule-mediated transport, classical vesicle-mediated transport, and emerging alternative mechanisms revealed by advanced microscopy.",0
"Current evidence does not definitively favor one transport vector over others, indicating the need for further research using high-resolution imaging techniques.",0
"Current evidence does not definitively favor one transport vector over others, indicating the need for further research using high-resolution imaging techniques.",0
"Overexpression of CGR2 (CGR2OX) in Arabidopsis increased pectin methylesterification, resulting in larger leaves with enhanced intercellular air spaces.",0
"Overexpression of CGR2 (CGR2OX) in Arabidopsis increased pectin methylesterification, resulting in larger leaves with enhanced intercellular air spaces.",0
"The cgr2/3 double mutant, with reduced pectin methylesterification, developed thinner but denser leaf mesophyll, which restricted CO2 diffusion to chloroplasts.",0
"The cgr2/3 double mutant, with reduced pectin methylesterification, developed thinner but denser leaf mesophyll, which restricted CO2 diffusion to chloroplasts.",0
"The cgr2/3 double mutant, with reduced pectin methylesterification, developed thinner but denser leaf mesophyll, which restricted CO2 diffusion to chloroplasts.",0
"CGR2OX plants showed increased dry weight in leaves, roots, and overall plant biomass, whereas cgr2/3 mutants exhibited decreased dry weights in these tissues.",0
"CGR2OX plants showed increased dry weight in leaves, roots, and overall plant biomass, whereas cgr2/3 mutants exhibited decreased dry weights in these tissues.",0
Differences in growth between wild type and CGR mutants were linked to altered carbon partitioning rather than changes in area-based photosynthetic rates.,0
"Pectin methylesterification modulated by CGR genes influences leaf cell expansion and spatial arrangement, thereby affecting carbon allocation to leaf area growth and leaf mass per unit area.",0
"Pectin methylesterification modulated by CGR genes influences leaf cell expansion and spatial arrangement, thereby affecting carbon allocation to leaf area growth and leaf mass per unit area.",0
The study demonstrates that pectin methylesterification is a key factor connecting photosynthesis to plant growth by regulating leaf structural properties and carbon partitioning dynamics.,0
Knockout mutants of the REDUCED CHLOROPLAST COVERAGE (REC) gene family in Arabidopsis thaliana showed a reduction in chloroplast compartment size to approximately 50% of wild-type levels.,0
The REC1 gene had the strongest effect on chloroplast size reduction among the REC family members.,0
"The REC1 protein localized primarily to the cytosol and nucleus, indicating its function is outside the chloroplast.",0
"The REC1 protein localized primarily to the cytosol and nucleus, indicating its function is outside the chloroplast.",0
"Treatment with amitrole, which inhibits cell expansion and chloroplast function, caused exclusion of REC1 from the nucleus.",0
These findings suggest that REC1 regulates chloroplast compartment size through a mechanism influenced by signals related to cell expansion or chloroplast status.,0
"The REC gene family is homologous to FRIENDLY, a gene involved in mitochondrial distribution, but is specific to photosynthetic organisms, implying a specialized role in coordinating energy metabolism involving chloroplasts.",0
"The REC gene family is homologous to FRIENDLY, a gene involved in mitochondrial distribution, but is specific to photosynthetic organisms, implying a specialized role in coordinating energy metabolism involving chloroplasts.",0
"The REC gene family is homologous to FRIENDLY, a gene involved in mitochondrial distribution, but is specific to photosynthetic organisms, implying a specialized role in coordinating energy metabolism involving chloroplasts.",0
"The REC gene family is homologous to FRIENDLY, a gene involved in mitochondrial distribution, but is specific to photosynthetic organisms, implying a specialized role in coordinating energy metabolism involving chloroplasts.",0
"The unfolded protein response (UPR) enhances the protein folding capacity of the endoplasmic reticulum in plants, ensuring proper protein assembly and delivery under environmental stress conditions.",0
"The unfolded protein response (UPR) enhances the protein folding capacity of the endoplasmic reticulum in plants, ensuring proper protein assembly and delivery under environmental stress conditions.",0
"UPR signaling mechanisms in plants are distinctively adapted to support survival through cellular homeostasis rather than stress avoidance, reflecting their sessile nature.",0
"UPR signaling mechanisms in plants are distinctively adapted to support survival through cellular homeostasis rather than stress avoidance, reflecting their sessile nature.",0
"Master regulators and downstream effectors of the UPR have been identified to play specific roles in modulating plant growth, development, and stress response pathways.",0
"Recent research highlights the UPR’s involvement in multiple cellular processes beyond protein folding, influencing overall plant physiology and adaptation.",0
"Recent research highlights the UPR’s involvement in multiple cellular processes beyond protein folding, influencing overall plant physiology and adaptation.",0
The study consolidates evidence that the UPR is integral to maintaining cellular homeostasis and facilitating plant resilience to environmental challenges.,0
Respiratory burst oxidase homologs RBOHD and RBOHF in Arabidopsis thaliana are identified as key sources of reactive oxygen species (ROS) production during endoplasmic reticulum (ER) stress.,0
RBOHD and RBOHF-generated ROS are necessary for the proper activation of the unfolded protein response (UPR) under ER stress conditions.,0
"Loss of RBOHD and RBOHF function impairs the plant's ability to adapt to both temporary and chronic ER stress, reducing survival rates.",0
"Loss of RBOHD and RBOHF function impairs the plant's ability to adapt to both temporary and chronic ER stress, reducing survival rates.",0
"The study reveals a cytoprotective role for RBOH-derived ROS in managing proteotoxic stress in plants, contrasting with the negative impact of ROS on UPR observed in mammalian and yeast cells.",0
These findings highlight a plant-specific mechanism in UPR regulation involving NADPH oxidase activity that supports ER stress survival.,0
Spaceflight culture significantly altered the expression of hundreds of stress-related genes in Arabidopsis compared to ground control conditions.,1
Transcriptome profiling was conducted on wild type and multiple UPR-defective Arabidopsis mutants during the SpaceX-CRS12 mission aboard the ISS.,0
"On Earth, UPR mutants showed variable expression of stress-related genes, whereas in spaceflight conditions, gene expression patterns were largely similar across all genotypes.",0
"On Earth, UPR mutants showed variable expression of stress-related genes, whereas in spaceflight conditions, gene expression patterns were largely similar across all genotypes.",0
The data indicate that spaceflight activates alternative signaling pathways that compensate for the absence of canonical UPR regulators in controlling downstream transcriptional networks.,0
The data indicate that spaceflight activates alternative signaling pathways that compensate for the absence of canonical UPR regulators in controlling downstream transcriptional networks.,0
The data indicate that spaceflight activates alternative signaling pathways that compensate for the absence of canonical UPR regulators in controlling downstream transcriptional networks.,0
These findings provide new insights into plant molecular responses to the space environment and the role of the unfolded protein response in spaceflight-induced transcriptional reprogramming.,0
"The Mars500 experiment involved six astronauts confined for 520 days, during which they experienced uniform losses in strength and lean body mass, alongside increased markers of intestinal inflammation (fasting plasma glucose, calprotectin, neutrophils).",0
"The Mars500 experiment involved six astronauts confined for 520 days, during which they experienced uniform losses in strength and lean body mass, alongside increased markers of intestinal inflammation (fasting plasma glucose, calprotectin, neutrophils).",0
"The Mars500 experiment involved six astronauts confined for 520 days, during which they experienced uniform losses in strength and lean body mass, alongside increased markers of intestinal inflammation (fasting plasma glucose, calprotectin, neutrophils).",0
"Reanalysis of gut microbiome data from early (days 7–45) and late (days 420–520) confinement identified 408 exact sequence variants (ESVs), with 213 shared by all astronauts.",0
"Reanalysis of gut microbiome data from early (days 7–45) and late (days 420–520) confinement identified 408 exact sequence variants (ESVs), with 213 shared by all astronauts.",0
"Thirty-two ESVs showed significant changes over time, including depletion of key species associated with resistant starch degradation, anti-inflammatory effects, and insulin sensitivity (e.g., Faecalibacterium prausnitzii, Ruminococcus bromii, Blautia luti).",1
"Thirty-two ESVs showed significant changes over time, including depletion of key species associated with resistant starch degradation, anti-inflammatory effects, and insulin sensitivity (e.g., Faecalibacterium prausnitzii, Ruminococcus bromii, Blautia luti).",1
"Thirty-two ESVs showed significant changes over time, including depletion of key species associated with resistant starch degradation, anti-inflammatory effects, and insulin sensitivity (e.g., Faecalibacterium prausnitzii, Ruminococcus bromii, Blautia luti).",1
There was an enrichment of yet-to-be-cultured bacterial species during confinement.,0
"Forty-nine microbial species were shared between astronauts and their confined habitat, representing 49% of human and 12% of environmental microbiome diversity, indicating microbiota exchange within the environment.",0
"Forty-nine microbial species were shared between astronauts and their confined habitat, representing 49% of human and 12% of environmental microbiome diversity, indicating microbiota exchange within the environment.",0
"Forty-nine microbial species were shared between astronauts and their confined habitat, representing 49% of human and 12% of environmental microbiome diversity, indicating microbiota exchange within the environment.",0
"The observed microbiome alterations correlate with physiological changes in astronauts, linking gut microbial shifts to inflammation and glucose homeostasis disruptions during long-term isolation.",0
"The observed microbiome alterations correlate with physiological changes in astronauts, linking gut microbial shifts to inflammation and glucose homeostasis disruptions during long-term isolation.",0
"The observed microbiome alterations correlate with physiological changes in astronauts, linking gut microbial shifts to inflammation and glucose homeostasis disruptions during long-term isolation.",0
"The study identified transcriptional responses induced by high atomic weight, high-energy (HZE) radiation.",0
"These responses include a core ""DSB"" (double-strand break) response specific to clastogenic treatments.",0
HZE radiation also triggers transcriptional changes shared with responses to conventional stresses.,0
Microarray data supporting these findings have been deposited in the Gene Expression Omnibus under accession number GSE61484.,0
The corrigendum clarifies data availability and confirms no impact on the original scientific conclusions.,0
The corrigendum clarifies data availability and confirms no impact on the original scientific conclusions.,0
The relative biological effectiveness (RBE) of high LET HZE particles compared to low LET gamma rays in Arabidopsis thaliana was approximately 3:1 based on effects on seed germination and seedling growth.,0
The relative biological effectiveness (RBE) of high LET HZE particles compared to low LET gamma rays in Arabidopsis thaliana was approximately 3:1 based on effects on seed germination and seedling growth.,0
The relative biological effectiveness (RBE) of high LET HZE particles compared to low LET gamma rays in Arabidopsis thaliana was approximately 3:1 based on effects on seed germination and seedling growth.,0
"In wild-type Arabidopsis, HZE radiation induced somatic heterozygosity loss at an RBE of about 2:1 relative to gamma radiation.",0
"In wild-type Arabidopsis, HZE radiation induced somatic heterozygosity loss at an RBE of about 2:1 relative to gamma radiation.",0
Mutants with defects in DNA damage checkpoint and repair pathways showed increased sensitivity to both HZE and gamma radiation.,0
The ATR-dependent replication fork checkpoint was more critical for resistance to mutagenesis induced by HZE particles than for gamma radiation.,0
"High LET HZE particles cause more complex and clustered DNA damage compared to the more dispersed damage caused by low LET gamma rays, influencing repair pathway engagement and mutagenic outcomes.",0
"High LET HZE particles cause more complex and clustered DNA damage compared to the more dispersed damage caused by low LET gamma rays, influencing repair pathway engagement and mutagenic outcomes.",0
"High LET HZE particles cause more complex and clustered DNA damage compared to the more dispersed damage caused by low LET gamma rays, influencing repair pathway engagement and mutagenic outcomes.",0
"The study conducted 20 parabolic flight maneuvers onboard a Boeing 727-200F aircraft, targeting Mars gravity (0.38 g), lunar gravity (0.17 g), and zero gravity (0 g) conditions, with acceleration data recorded over 1.77 hours at 411 Hz using a Slam Stick X™ accelerometer.",0
"The study conducted 20 parabolic flight maneuvers onboard a Boeing 727-200F aircraft, targeting Mars gravity (0.38 g), lunar gravity (0.17 g), and zero gravity (0 g) conditions, with acceleration data recorded over 1.77 hours at 411 Hz using a Slam Stick X™ accelerometer.",0
